HOF_status,PA,HR,R,RBI,AVG,OBP,SLG,wRC+,Off,WAR
0,5025,93,625,467,0.247,0.344,0.375,103,28.0,21.5
0,5258,222,737,754,0.266,0.36,0.481,121,163.3,21.5
0,5330,267,697,744,0.246,0.346,0.475,119,104.0,21.5
0,7488,18,1062,552,0.303,0.378,0.385,102,3.2,21.5
0,4152,145,575,485,0.273,0.328,0.464,111,68.2,21.4
0,4271,134,447,534,0.249,0.324,0.41,98,-16.2,21.4
0,4835,64,548,470,0.267,0.351,0.375,112,68.4,21.4
0,4989,187,625,702,0.27,0.37,0.458,118,119.0,21.4
0,6205,115,853,580,0.297,0.36,0.43,107,65.2,21.4
0,6872,64,936,581,0.309,0.364,0.42,108,60.5,21.4
0,4202,63,548,430,0.299,0.345,0.42,111,64.5,21.3
0,4252,59,478,614,0.295,0.331,0.44,126,121.9,21.3
0,4640,20,474,513,0.271,0.318,0.357,100,-8.1,21.3
0,4742,51,517,549,0.273,0.36,0.388,100,7.7,21.3
0,6317,6,732,451,0.264,0.329,0.326,91,-73.8,21.3
0,6344,153,746,763,0.267,0.356,0.411,113,102.1,21.3
0,3929,171,531,560,0.269,0.345,0.49,111,47.2,21.2
0,5267,132,662,636,0.272,0.369,0.423,118,109.2,21.2
0,5839,193,664,757,0.256,0.341,0.435,99,-27.5,21.2
0,3621,80,432,367,0.284,0.351,0.428,117,74.4,21.1
0,4503,77,415,476,0.283,0.338,0.412,104,17.5,21.1
0,5010,160,568,683,0.28,0.38,0.45,125,142.4,21.1
0,5848,215,759,909,0.297,0.366,0.486,117,121.2,21.1
0,4611,27,514,514,0.278,0.34,0.38,111,62.7,21.0
0,4984,126,607,545,0.26,0.333,0.416,103,47.3,21.0
0,5413,93,648,542,0.273,0.341,0.412,98,-2.5,21.0
0,5770,2,779,344,0.268,0.352,0.317,102,19.7,21.0
0,7696,138,936,775,0.275,0.333,0.395,103,45.4,21.0
0,8133,16,1318,736,0.301,0.347,0.355,98,7.4,21.0
0,3512,16,479,253,0.269,0.377,0.343,117,81.7,20.9
0,5755,138,710,735,0.296,0.341,0.455,113,87.1,20.9
0,3511,98,345,427,0.254,0.339,0.405,116,60.9,20.8
0,4384,43,813,407,0.288,0.323,0.41,118,107.9,20.8
0,6825,227,996,801,0.293,0.353,0.479,109,88.9,20.8
0,4928,2,457,348,0.255,0.347,0.295,95,-38.9,20.7
0,5041,147,643,579,0.25,0.33,0.416,106,31.6,20.7
0,5861,100,664,609,0.287,0.335,0.412,103,6.1,20.7
0,3835,16,580,255,0.291,0.379,0.359,117,83.5,20.6
0,3947,125,455,544,0.295,0.373,0.474,130,137.0,20.6
0,5197,200,656,666,0.265,0.356,0.454,127,156.3,20.6
0,5370,27,591,593,0.278,0.341,0.374,109,51.7,20.6
0,4879,146,597,575,0.262,0.321,0.426,104,43.6,20.5
0,5112,159,594,682,0.274,0.328,0.442,116,94.8,20.5
0,6217,162,736,695,0.266,0.323,0.417,96,-22.6,20.5
0,6642,319,839,951,0.244,0.314,0.467,106,47.4,20.5
0,7110,127,790,720,0.276,0.332,0.404,95,-58.0,20.5
0,5109,17,678,413,0.284,0.346,0.36,118,115.3,20.4
0,5486,268,681,782,0.225,0.324,0.448,114,78.0,20.4
0,6007,38,612,793,0.284,0.333,0.384,109,34.3,20.4
0,6220,31,780,427,0.307,0.345,0.381,106,42.1,20.4
0,6247,41,736,490,0.242,0.309,0.324,79,-114.8,20.4
0,7429,442,901,1210,0.236,0.302,0.478,113,107.5,20.4
0,4871,71,496,435,0.264,0.317,0.374,94,-28.2,20.3
0,5292,21,623,421,0.272,0.307,0.355,91,-61.1,20.3
0,6084,65,818,874,0.307,0.369,0.438,104,27.1,20.3
0,6476,32,711,715,0.263,0.314,0.357,95,-43.6,20.3
0,6592,265,814,1002,0.278,0.316,0.469,111,85.2,20.3
0,4521,59,754,501,0.298,0.358,0.443,114,103.4,20.2
0,5406,84,570,642,0.277,0.34,0.403,114,58.8,20.2
0,6007,123,697,739,0.284,0.339,0.426,94,-48.9,20.2
0,6072,126,761,663,0.289,0.344,0.421,107,57.4,20.2
0,5264,69,655,784,0.314,0.372,0.449,111,67.7,20.1
0,5528,29,558,446,0.278,0.351,0.362,98,-19.9,20.0
0,3796,148,478,532,0.264,0.36,0.451,117,82.8,19.9
0,5196,121,590,594,0.257,0.33,0.406,103,7.3,19.9
0,6254,51,826,912,0.275,0.337,0.383,98,-45.4,19.9
0,7653,68,739,594,0.243,0.314,0.321,73,-258.2,19.9
0,7739,153,811,1052,0.294,0.329,0.405,107,73.1,19.9
0,4879,80,672,699,0.302,0.346,0.458,105,37.3,19.8
0,5152,149,611,609,0.267,0.338,0.426,111,63.3,19.8
0,6996,79,996,543,0.283,0.359,0.39,94,-30.9,19.8
0,3658,11,453,351,0.275,0.367,0.359,114,74.1,19.7
0,4695,150,534,610,0.274,0.337,0.446,100,-15.0,19.7
0,4786,37,555,579,0.27,0.323,0.379,107,67.6,19.7
0,4866,94,632,485,0.28,0.328,0.413,99,24.7,19.7
0,5271,122,691,513,0.262,0.354,0.406,106,31.9,19.7
0,6326,31,992,758,0.269,0.323,0.357,89,-97.1,19.7
0,7211,124,954,997,0.294,0.331,0.43,97,-11.2,19.7
0,3925,86,507,419,0.268,0.349,0.408,116,67.8,19.6
0,4036,65,728,617,0.311,0.376,0.448,120,134.8,19.6
0,5592,22,605,452,0.248,0.301,0.329,90,-45.4,19.6
0,6302,13,661,390,0.246,0.326,0.314,90,-67.4,19.6
0,3815,23,584,370,0.243,0.283,0.333,97,-14.2,19.5
0,4061,64,525,436,0.291,0.403,0.417,124,113.8,19.5
0,4213,218,560,684,0.277,0.34,0.499,126,119.0,19.5
0,5428,61,612,541,0.265,0.353,0.373,98,-26.5,19.5
0,5448,204,713,624,0.247,0.337,0.445,101,20.8,19.5
0,6787,47,726,568,0.274,0.319,0.351,87,-106.5,19.5
0,4498,32,544,586,0.301,0.378,0.413,112,72.3,19.4
0,4558,160,496,591,0.253,0.337,0.419,113,62.9,19.4
0,4653,65,621,381,0.273,0.333,0.396,100,18.9,19.4
0,5204,80,719,513,0.28,0.34,0.399,99,4.9,19.4
0,5259,55,568,474,0.258,0.333,0.342,85,-97.4,19.4
0,5755,57,781,503,0.269,0.345,0.363,95,-5.7,19.4
0,6531,382,848,1194,0.258,0.343,0.515,121,137.3,19.4
0,4512,4,562,319,0.269,0.346,0.343,111,43.6,19.3
0,4714,130,581,634,0.278,0.367,0.431,121,113.9,19.3
0,4945,89,598,498,0.265,0.345,0.396,100,-2.1,19.3
0,5902,127,817,517,0.259,0.358,0.417,107,76.8,19.3
0,8278,305,1055,1207,0.272,0.335,0.465,110,95.1,19.3
0,3584,133,485,415,0.252,0.347,0.444,122,88.9,19.2
0,4181,125,541,481,0.271,0.364,0.44,114,64.3,19.2
0,4229,113,481,535,0.277,0.351,0.423,115,46.8,19.2
0,4688,19,520,489,0.283,0.357,0.373,121,101.9,19.2
0,5563,30,930,517,0.26,0.325,0.34,104,56.1,19.2
0,8501,75,1005,598,0.261,0.321,0.352,89,-106.6,19.2
0,4465,64,584,414,0.28,0.33,0.408,102,51.3,19.1
0,4725,179,612,560,0.235,0.316,0.425,101,8.9,19.1
0,5121,119,545,628,0.259,0.343,0.4,98,-19.2,19.1
0,5486,77,683,509,0.277,0.341,0.388,96,-23.3,19.1
0,5516,7,539,267,0.236,0.327,0.288,80,-116.8,19.1
0,6174,9,844,394,0.286,0.343,0.353,86,-117.7,19.1
0,3682,19,693,334,0.256,0.373,0.355,118,102.8,19.0
0,3909,86,438,421,0.263,0.33,0.397,103,19.1,19.0
0,4310,125,491,584,0.249,0.324,0.413,106,42.9,19.0
0,4357,41,555,403,0.312,0.368,0.416,114,67.0,19.0
0,4426,167,389,608,0.244,0.322,0.413,102,13.6,19.0
0,4616,195,564,632,0.253,0.358,0.465,122,122.0,19.0
0,5939,319,744,1008,0.255,0.345,0.482,118,122.7,19.0
0,6520,292,767,976,0.253,0.361,0.472,117,116.4,19.0
0,3927,91,505,528,0.303,0.38,0.455,117,90.5,18.9
0,6168,169,654,736,0.261,0.336,0.409,103,9.8,18.9
0,6558,76,768,629,0.295,0.36,0.395,100,-19.7,18.9
0,5052,153,548,639,0.278,0.33,0.443,110,24.9,18.8
0,5893,286,745,818,0.232,0.346,0.462,117,128.1,18.8
0,10037,174,1077,1208,0.289,0.321,0.408,97,-27.6,18.8
0,4167,15,697,399,0.241,0.375,0.323,111,75.8,18.7
0,5263,48,572,747,0.3,0.383,0.399,106,42.2,18.7
0,5004,91,650,458,0.286,0.339,0.41,109,54.2,18.6
0,5442,67,731,438,0.274,0.314,0.386,96,3.3,18.6
0,5627,58,643,473,0.271,0.313,0.372,88,-59.2,18.6
0,5848,79,809,513,0.298,0.344,0.408,106,47.6,18.6
0,3910,66,566,319,0.276,0.354,0.409,109,64.1,18.5
0,4015,102,357,410,0.228,0.298,0.355,82,-86.1,18.5
0,4828,149,652,522,0.256,0.344,0.422,111,76.0,18.4
0,5560,13,448,537,0.263,0.349,0.337,91,-68.7,18.4
0,5944,181,724,711,0.263,0.315,0.427,96,-10.0,18.4
0,4189,190,510,603,0.259,0.332,0.467,122,103.2,18.3
0,4522,154,550,570,0.263,0.33,0.442,112,64.4,18.3
0,5139,155,632,550,0.251,0.33,0.422,102,21.5,18.3
0,5600,180,754,773,0.266,0.342,0.438,103,10.7,18.3
0,6055,80,682,571,0.272,0.327,0.384,88,-84.8,18.3
0,3845,31,405,437,0.261,0.323,0.382,119,88.8,18.2
0,4420,119,643,614,0.305,0.387,0.478,120,118.1,18.2
0,4723,11,449,557,0.277,0.327,0.362,102,11.3,18.2
0,4891,172,546,723,0.268,0.353,0.44,113,74.9,18.2
0,5994,100,643,658,0.282,0.36,0.396,112,80.2,18.2
0,6449,240,720,882,0.261,0.355,0.439,121,151.1,18.2
0,8164,110,935,723,0.258,0.312,0.367,76,-244.5,18.2
0,5112,161,733,474,0.246,0.344,0.42,106,61.0,18.1
0,5243,124,687,585,0.29,0.337,0.43,106,49.4,18.1
0,5424,38,805,526,0.269,0.369,0.372,94,-40.7,18.1
0,5628,22,754,410,0.294,0.347,0.374,101,5.0,18.1
0,6480,91,795,580,0.276,0.341,0.389,96,-36.0,18.1
0,7384,320,902,1105,0.276,0.321,0.476,91,-112.0,18.1
0,4119,166,536,491,0.241,0.31,0.436,102,34.0,18.0
0,5505,115,601,590,0.27,0.307,0.392,87,-82.5,18.0
0,3673,3,648,208,0.253,0.33,0.299,106,32.2,17.9
0,4730,93,565,524,0.281,0.339,0.404,112,61.5,17.9
0,5227,122,595,576,0.257,0.343,0.396,106,38.0,17.9
0,3840,89,426,526,0.277,0.371,0.423,127,113.5,17.8
0,3893,32,478,466,0.287,0.374,0.407,124,104.2,17.8
0,4237,21,568,259,0.236,0.332,0.31,85,-47.5,17.8
0,4407,1,653,373,0.249,0.276,0.296,85,-78.2,17.8
0,4494,57,522,373,0.266,0.303,0.364,85,-79.3,17.8
0,4616,72,578,591,0.299,0.357,0.415,112,75.9,17.8
0,4751,32,676,558,0.254,0.301,0.332,85,-114.2,17.8
0,5664,187,736,709,0.272,0.358,0.455,111,81.5,17.8
0,7100,284,797,1027,0.268,0.325,0.454,108,61.9,17.8
0,3858,107,428,451,0.281,0.342,0.438,116,74.9,17.7
0,4139,98,552,350,0.276,0.307,0.407,93,-14.4,17.7
0,4651,15,501,560,0.281,0.331,0.377,108,35.9,17.7
0,6415,38,832,531,0.268,0.303,0.352,75,-223.3,17.7
0,3865,85,600,632,0.291,0.357,0.44,111,64.0,17.6
0,3917,61,438,340,0.239,0.35,0.341,99,-7.5,17.6
0,3984,127,364,490,0.245,0.307,0.403,89,-56.2,17.6
0,4082,137,443,517,0.246,0.295,0.412,89,-65.2,17.6
0,4368,9,643,289,0.27,0.356,0.325,107,38.8,17.6
0,5488,42,647,390,0.255,0.342,0.344,82,-126.6,17.6
0,5641,114,685,601,0.273,0.338,0.415,96,-29.0,17.6
0,3958,26,502,255,0.29,0.357,0.383,113,72.8,17.5
0,4145,67,554,428,0.267,0.36,0.4,109,54.3,17.5
0,4283,86,511,405,0.256,0.33,0.39,97,10.9,17.5
0,4318,61,459,391,0.281,0.336,0.402,103,10.0,17.5
0,4623,24,643,358,0.222,0.287,0.313,92,-52.9,17.5
0,4631,30,663,352,0.294,0.358,0.38,103,25.7,17.5
0,4892,130,594,597,0.276,0.328,0.425,104,28.4,17.5
0,5395,202,707,792,0.271,0.341,0.462,107,48.5,17.5
0,4616,174,557,544,0.254,0.293,0.428,93,-41.4,17.4
0,6007,33,819,835,0.267,0.301,0.354,83,-183.1,17.4
0,7102,80,718,607,0.251,0.325,0.344,76,-244.9,17.4
0,7239,53,943,614,0.259,0.349,0.341,86,-120.6,17.4
0,3714,116,494,426,0.268,0.326,0.445,110,47.1,17.3
0,3946,47,420,417,0.264,0.344,0.37,98,-5.1,17.3
0,4141,14,506,294,0.277,0.326,0.356,104,32.6,17.3
0,5480,10,667,329,0.254,0.324,0.323,92,-43.2,17.3
0,6211,163,735,684,0.253,0.329,0.404,92,-64.2,17.3
0,6711,31,718,621,0.234,0.316,0.314,83,-126.9,17.3
0,6786,242,806,904,0.278,0.342,0.464,111,84.5,17.3
0,3532,55,243,327,0.233,0.322,0.335,84,-68.3,17.2
0,3909,110,516,443,0.248,0.327,0.419,104,39.9,17.2
0,4075,77,313,443,0.263,0.318,0.371,91,-43.8,17.2
0,4295,52,466,388,0.271,0.371,0.367,113,59.1,17.2
0,5316,191,668,590,0.235,0.314,0.428,95,-2.3,17.2
0,5319,107,605,550,0.274,0.322,0.409,103,13.8,17.2
0,4532,103,564,585,0.277,0.355,0.426,107,38.9,17.1
0,4603,196,539,699,0.258,0.355,0.459,126,134.4,17.1
0,4847,31,784,749,0.276,0.323,0.378,101,12.6,17.1
0,6102,197,809,794,0.277,0.344,0.461,112,84.3,17.1
0,6235,7,516,447,0.218,0.281,0.264,68,-237.4,17.1
0,9154,396,1170,1445,0.259,0.306,0.464,102,30.6,17.1
0,3521,31,435,286,0.27,0.336,0.366,93,-2.5,17.0
0,4812,154,600,709,0.256,0.324,0.425,98,-10.5,17.0
0,6035,29,994,883,0.264,0.293,0.338,84,-114.0,17.0
0,3906,71,348,438,0.266,0.34,0.382,101,4.7,16.9
0,5201,44,677,503,0.282,0.332,0.398,108,56.6,16.9
0,7367,164,926,824,0.278,0.325,0.42,105,50.9,16.9
0,7451,256,850,992,0.263,0.318,0.439,105,40.0,16.9
0,5604,306,748,943,0.261,0.344,0.507,118,112.6,16.8
0,5816,13,945,462,0.242,0.351,0.308,99,-5.2,16.8
0,3659,61,419,487,0.271,0.346,0.391,102,6.9,16.7
0,4089,73,445,435,0.272,0.354,0.407,109,42.0,16.7
0,4179,121,522,494,0.253,0.351,0.413,104,23.2,16.7
0,5020,53,508,501,0.262,0.349,0.353,94,-38.9,16.7
0,5248,45,676,514,0.283,0.346,0.391,93,-51.6,16.7
0,5705,35,701,392,0.28,0.345,0.355,92,-49.7,16.7
0,6317,93,696,927,0.295,0.343,0.415,93,-51.6,16.7
0,6598,15,513,554,0.23,0.279,0.306,72,-207.7,16.7
0,6607,51,613,652,0.261,0.326,0.337,85,-126.6,16.7
0,9108,15,987,525,0.26,0.3,0.32,70,-291.9,16.7
0,3770,67,458,426,0.283,0.365,0.409,119,88.9,16.6
0,4255,78,565,376,0.286,0.369,0.421,120,104.6,16.6
0,5369,106,759,766,0.29,0.367,0.455,108,47.5,16.6
0,6035,22,720,395,0.284,0.363,0.351,95,-24.0,16.6
0,3981,38,465,553,0.311,0.376,0.423,114,60.7,16.5
0,5502,251,614,815,0.252,0.287,0.453,100,-4.8,16.5
0,4190,5,552,396,0.241,0.299,0.305,89,-79.8,16.4
0,4590,125,526,569,0.278,0.335,0.448,108,50.3,16.4
0,5027,120,535,545,0.27,0.334,0.405,103,10.1,16.4
0,5041,59,520,571,0.269,0.311,0.391,103,14.3,16.4
0,5065,18,777,503,0.25,0.272,0.315,91,-74.3,16.4
0,5683,33,839,567,0.267,0.333,0.345,100,-9.5,16.4
0,8745,79,908,1078,0.29,0.341,0.397,95,-61.5,16.4
0,3638,105,352,397,0.233,0.348,0.393,104,-7.5,16.3
0,3786,136,362,534,0.271,0.318,0.432,102,-20.2,16.3
0,4462,80,427,422,0.24,0.303,0.347,87,-67.6,16.3
0,4823,99,553,475,0.278,0.366,0.413,121,111.1,16.3
0,4844,39,352,404,0.252,0.316,0.326,83,-101.8,16.3
0,4066,90,591,352,0.252,0.342,0.41,109,70.5,16.2
0,4184,3,331,346,0.22,0.269,0.273,74,-129.9,16.2
0,4735,130,583,604,0.274,0.347,0.423,108,46.9,16.2
0,5292,4,494,534,0.275,0.365,0.332,89,-93.3,16.2
0,5708,128,720,654,0.298,0.359,0.445,108,50.6,16.2
0,5905,35,783,391,0.278,0.342,0.366,103,12.8,16.2
0,6213,25,629,653,0.265,0.305,0.344,86,-92.5,16.2
0,6522,91,735,502,0.267,0.316,0.379,89,-95.3,16.2
0,3771,10,402,343,0.25,0.319,0.326,97,-7.2,16.1
0,4302,80,483,481,0.286,0.337,0.409,97,-51.2,16.1
0,4355,149,537,503,0.242,0.342,0.425,112,68.0,16.0
0,4886,58,717,556,0.296,0.369,0.437,107,32.2,16.0
0,5229,102,578,531,0.267,0.329,0.394,102,4.2,16.0
0,5868,133,647,728,0.274,0.315,0.399,89,-77.0,16.0
0,4051,27,695,300,0.252,0.345,0.356,107,48.1,15.9
0,4155,47,491,357,0.274,0.335,0.372,95,-12.9,15.9
0,4981,77,552,456,0.258,0.318,0.367,91,-54.1,15.9
0,3932,17,537,497,0.303,0.34,0.373,96,-4.0,15.8
0,5843,26,847,557,0.294,0.341,0.38,101,5.8,15.8
0,3596,1,544,356,0.265,0.291,0.313,97,-31.2,15.7
0,4047,129,458,514,0.252,0.322,0.43,99,-13.3,15.7
0,4122,73,551,573,0.289,0.352,0.441,100,-13.1,15.7
0,4356,141,544,531,0.257,0.323,0.422,94,-33.8,15.7
0,4912,91,562,533,0.254,0.354,0.374,98,-5.0,15.7
0,5093,22,580,421,0.271,0.337,0.341,106,29.9,15.7
0,5291,118,609,611,0.27,0.323,0.411,105,28.4,15.7
0,3624,7,613,298,0.267,0.313,0.327,99,-17.2,15.6
0,3686,48,434,371,0.297,0.335,0.413,97,-10.2,15.6
0,4067,147,522,530,0.277,0.356,0.475,121,95.7,15.6
0,4595,56,535,381,0.248,0.337,0.357,92,-36.1,15.6
0,4790,137,501,547,0.245,0.316,0.394,94,-44.3,15.6
0,4791,40,644,450,0.29,0.37,0.407,103,1.4,15.6
0,5121,164,593,636,0.253,0.305,0.43,95,-29.0,15.6
0,5515,21,785,377,0.282,0.341,0.358,94,-22.0,15.6
0,5895,134,731,774,0.291,0.332,0.423,99,-13.0,15.6
0,4428,146,440,550,0.249,0.313,0.409,92,-76.8,15.5
0,5026,40,451,423,0.247,0.297,0.321,75,-154.4,15.5
0,4310,98,556,565,0.278,0.353,0.426,106,27.6,15.4
0,4727,29,665,396,0.291,0.364,0.384,97,-14.2,15.4
0,3790,57,404,501,0.279,0.342,0.398,99,-8.5,15.3
0,4042,88,437,446,0.252,0.344,0.388,92,-56.0,15.3
0,4106,94,443,365,0.252,0.319,0.401,94,-34.1,15.3
0,4652,13,501,455,0.25,0.289,0.326,92,-29.1,15.3
0,5132,81,430,524,0.242,0.311,0.353,82,-114.0,15.3
0,6291,104,711,708,0.262,0.303,0.383,82,-136.8,15.3
0,4635,16,532,560,0.271,0.342,0.361,94,-61.7,15.2
0,5177,136,623,591,0.269,0.33,0.415,103,13.9,15.2
0,5577,215,595,683,0.247,0.307,0.431,96,-46.5,15.2
0,5644,130,690,735,0.302,0.367,0.447,109,46.5,15.2
0,3734,19,421,263,0.245,0.323,0.323,77,-80.0,15.1
0,4290,156,533,533,0.252,0.326,0.437,107,55.4,15.1
0,4458,17,562,534,0.266,0.299,0.374,106,25.6,15.1
0,4703,208,584,743,0.27,0.343,0.472,112,72.2,15.1
0,6664,161,873,703,0.259,0.315,0.42,100,24.7,15.1
0,4227,31,496,438,0.304,0.355,0.389,112,54.0,15.0
0,4360,58,725,594,0.276,0.337,0.404,100,36.2,15.0
0,4397,210,594,699,0.266,0.323,0.485,110,53.0,15.0
0,5248,27,566,392,0.27,0.349,0.35,94,-53.5,15.0
0,6168,65,895,694,0.298,0.347,0.415,97,-31.0,15.0
0,5122,70,545,448,0.244,0.328,0.349,85,-94.3,14.9
0,6189,106,692,556,0.254,0.313,0.366,86,-102.8,14.9
0,3913,58,497,436,0.27,0.333,0.4,105,23.4,14.8
0,4128,121,523,465,0.248,0.346,0.409,113,69.2,14.8
0,4619,47,331,525,0.265,0.313,0.36,89,-65.9,14.8
0,4787,17,408,539,0.289,0.342,0.367,91,-59.7,14.8
0,4917,123,565,524,0.252,0.318,0.423,92,-47.7,14.8
0,5516,25,623,386,0.258,0.351,0.326,81,-124.9,14.8
0,7527,144,895,854,0.285,0.334,0.417,101,0.0,14.8
0,3563,86,415,379,0.254,0.336,0.404,106,22.8,14.7
0,3737,14,339,254,0.256,0.346,0.317,88,-61.4,14.7
0,4596,39,527,320,0.26,0.333,0.351,87,-70.3,14.7
0,5111,40,473,550,0.239,0.265,0.341,83,-104.6,14.7
0,6461,126,765,658,0.284,0.315,0.411,94,-47.4,14.7
0,4251,72,556,354,0.254,0.323,0.374,93,0.4,14.6
0,4443,76,535,513,0.304,0.361,0.433,111,57.1,14.6
0,4455,113,518,443,0.264,0.332,0.412,108,53.3,14.6
0,5246,15,549,389,0.272,0.308,0.334,66,-229.1,14.6
0,7214,325,984,1072,0.274,0.338,0.488,110,64.8,14.6
0,4229,51,460,392,0.258,0.325,0.368,91,-42.9,14.5
0,5617,152,563,648,0.233,0.301,0.384,81,-135.0,14.5
0,4561,237,572,776,0.265,0.329,0.486,113,74.7,14.4
0,4797,71,590,369,0.267,0.341,0.375,96,-16.2,14.4
0,5096,27,616,471,0.27,0.307,0.364,101,12.9,14.4
0,4347,73,500,388,0.27,0.316,0.396,95,-16.3,14.3
0,4513,230,578,600,0.22,0.324,0.442,110,48.3,14.3
0,4616,88,441,519,0.262,0.309,0.382,80,-128.6,14.3
0,4666,17,629,324,0.287,0.345,0.369,98,-6.6,14.3
0,4805,9,584,354,0.258,0.31,0.32,87,-72.0,14.3
0,5776,125,650,656,0.272,0.343,0.403,106,47.6,14.3
0,3911,112,578,482,0.26,0.358,0.42,110,39.5,14.2
0,4831,93,571,460,0.259,0.359,0.385,112,73.4,14.2
0,5177,51,707,454,0.291,0.36,0.385,98,-11.5,14.2
0,6325,22,699,403,0.279,0.322,0.343,87,-92.4,14.2
0,4438,23,557,279,0.237,0.321,0.299,75,-94.0,14.1
0,3680,121,373,396,0.233,0.337,0.395,107,26.8,14.0
0,4084,126,525,458,0.261,0.344,0.446,112,55.2,14.0
0,4127,50,457,447,0.268,0.335,0.383,88,-77.5,13.9
0,4192,109,514,449,0.225,0.303,0.381,82,-79.5,13.9
0,5338,80,688,475,0.269,0.333,0.384,88,-64.8,13.9
0,6582,57,840,537,0.273,0.36,0.373,97,-28.1,13.9
0,8782,306,1084,1322,0.268,0.315,0.45,101,12.9,13.9
0,3629,70,469,541,0.276,0.344,0.437,110,46.8,13.8
0,3863,173,481,520,0.243,0.322,0.451,116,72.3,13.8
0,4440,28,552,369,0.269,0.346,0.35,95,-34.0,13.8
0,4807,47,686,593,0.291,0.362,0.408,99,-26.2,13.8
0,4928,56,505,353,0.23,0.308,0.316,76,-135.6,13.8
0,4988,179,636,582,0.242,0.315,0.417,101,4.0,13.8
0,5026,40,783,382,0.287,0.339,0.385,101,20.3,13.8
0,5291,84,490,595,0.271,0.321,0.39,98,-18.9,13.8
0,5507,32,667,373,0.272,0.338,0.351,95,-6.8,13.8
0,6476,149,656,824,0.269,0.315,0.403,99,-19.1,13.8
0,3986,154,454,587,0.26,0.33,0.451,110,49.2,13.7
0,4149,57,436,323,0.244,0.341,0.344,102,5.5,13.7
0,4253,11,442,389,0.272,0.349,0.344,99,4.3,13.7
0,4305,202,495,599,0.234,0.32,0.443,99,-6.4,13.7
0,4318,112,540,485,0.262,0.323,0.412,103,13.5,13.7
0,4810,41,500,432,0.274,0.306,0.359,84,-89.7,13.7
0,4967,70,580,420,0.257,0.324,0.368,87,-72.2,13.7
0,5556,9,722,506,0.274,0.352,0.354,90,-85.6,13.7
0,3507,65,443,453,0.275,0.348,0.41,105,20.0,13.6
0,4629,24,575,464,0.294,0.34,0.384,95,-23.4,13.6
0,4950,211,636,669,0.272,0.34,0.455,120,117.6,13.6
0,5648,23,577,430,0.262,0.325,0.321,81,-126.8,13.6
0,3675,77,419,399,0.269,0.328,0.388,99,-0.9,13.5
0,3685,116,391,445,0.261,0.326,0.414,115,53.1,13.5
0,4617,108,612,484,0.257,0.332,0.405,93,-27.4,13.5
0,5578,95,650,471,0.242,0.29,0.367,82,-113.0,13.5
0,4160,43,393,516,0.275,0.335,0.396,108,24.9,13.4
0,4247,48,620,506,0.299,0.368,0.421,104,7.6,13.4
0,5380,123,587,589,0.257,0.32,0.396,86,-111.2,13.4
0,5737,103,734,532,0.261,0.331,0.396,94,-39.7,13.4
0,3531,90,351,455,0.264,0.336,0.42,107,21.9,13.3
0,3567,108,385,513,0.276,0.352,0.45,120,88.5,13.3
0,3806,132,449,508,0.262,0.322,0.445,103,23.6,13.3
0,3851,70,504,342,0.263,0.33,0.401,102,10.9,13.3
0,4377,29,421,394,0.254,0.316,0.352,100,-0.5,13.3
0,4865,112,520,588,0.273,0.309,0.406,84,-109.1,13.3
0,5576,18,706,420,0.25,0.354,0.342,103,6.1,13.3
0,6182,45,670,478,0.258,0.295,0.345,72,-168.4,13.3
0,6373,20,552,551,0.249,0.281,0.315,66,-292.8,13.3
0,3538,117,467,509,0.262,0.346,0.452,111,42.0,13.2
0,4061,118,465,522,0.293,0.349,0.454,119,81.1,13.2
0,5066,175,656,760,0.282,0.36,0.462,119,118.9,13.2
0,7082,124,612,648,0.237,0.275,0.351,73,-218.0,13.2
0,3523,105,465,423,0.259,0.341,0.415,102,7.6,13.1
0,3730,163,467,563,0.265,0.307,0.459,107,25.3,13.1
0,4468,98,451,521,0.265,0.306,0.398,93,-43.7,13.1
0,4545,58,422,343,0.255,0.308,0.344,91,-54.4,13.1
0,4699,90,397,513,0.245,0.32,0.361,92,-45.3,13.1
0,4873,103,642,531,0.277,0.351,0.421,108,51.1,13.1
0,5664,89,691,799,0.286,0.347,0.42,94,-68.0,13.1
0,7133,28,773,619,0.264,0.287,0.338,66,-311.9,13.1
0,4102,105,491,480,0.254,0.308,0.401,93,-47.3,13.0
0,4114,162,549,538,0.271,0.329,0.478,113,65.4,13.0
0,4218,43,448,372,0.257,0.31,0.343,85,-78.7,13.0
0,4355,7,449,308,0.287,0.372,0.351,105,18.3,13.0
0,4535,159,518,560,0.252,0.335,0.426,108,41.4,13.0
0,4966,42,643,448,0.275,0.333,0.375,92,-50.3,13.0
0,5068,134,642,668,0.276,0.336,0.421,101,16.3,13.0
0,5242,27,548,304,0.256,0.308,0.313,83,-84.8,13.0
0,5813,87,617,481,0.258,0.319,0.358,91,-59.6,13.0
0,3672,104,470,444,0.272,0.333,0.442,112,48.5,12.9
0,3724,31,518,485,0.316,0.355,0.432,102,5.0,12.9
0,4372,25,362,455,0.26,0.307,0.355,90,-58.0,12.9
0,6553,189,798,877,0.268,0.357,0.427,106,39.8,12.9
0,3985,131,455,498,0.249,0.344,0.413,114,61.0,12.8
0,4225,13,560,265,0.272,0.349,0.338,87,-53.7,12.8
0,4296,36,509,329,0.279,0.315,0.364,93,-26.7,12.8
