HOF_status,PA,HR,R,RBI,AVG,OBP,SLG,wRC+,Off,WAR
0,6047,42,842,727,0.284,0.364,0.381,117,139.5,36.3
0,8269,271,957,1051,0.268,0.333,0.435,113,115.1,36.3
0,6366,229,883,799,0.267,0.36,0.455,120,186.6,36.2
0,8115,204,973,1106,0.289,0.362,0.44,116,154.9,36.2
0,5740,58,695,796,0.295,0.331,0.419,118,121.0,36.1
0,8603,102,1058,775,0.269,0.325,0.37,86,-76.1,36.1
0,7127,239,894,983,0.272,0.347,0.447,114,130.4,36.0
0,5811,202,735,805,0.283,0.377,0.466,128,205.9,35.9
0,6656,255,985,870,0.268,0.352,0.463,123,205.6,35.9
0,6958,85,851,636,0.293,0.342,0.389,102,5.7,35.9
0,6502,201,811,832,0.283,0.36,0.454,125,169.4,35.8
0,7155,434,1061,1404,0.295,0.343,0.561,129,256.8,35.8
0,7336,303,922,965,0.261,0.361,0.467,125,192.0,35.8
0,4645,119,575,719,0.287,0.38,0.478,150,240.9,35.7
0,6228,260,816,902,0.268,0.342,0.475,113,100.0,35.7
0,7022,203,865,890,0.276,0.352,0.438,119,149.6,35.7
0,8304,20,1067,458,0.281,0.33,0.331,91,-47.8,35.7
0,7829,126,1064,757,0.289,0.333,0.411,98,-18.3,35.6
0,6719,60,1072,977,0.275,0.366,0.381,107,49.7,35.4
0,7039,299,986,1016,0.282,0.385,0.498,130,262.7,35.4
0,5921,256,811,796,0.255,0.358,0.471,129,195.1,35.3
0,6673,134,776,620,0.25,0.302,0.382,97,-20.8,35.3
0,7162,197,888,697,0.247,0.343,0.403,111,77.3,35.3
0,8437,215,931,1044,0.266,0.36,0.408,117,168.9,35.3
0,4374,192,603,717,0.285,0.384,0.495,138,200.4,35.2
0,4591,108,483,548,0.274,0.335,0.416,102,-10.6,35.2
0,7244,344,1022,975,0.247,0.361,0.475,126,198.1,35.2
0,7649,325,1058,1003,0.261,0.342,0.469,117,187.3,35.2
0,9066,140,1200,923,0.286,0.343,0.398,95,-36.7,35.1
0,5952,98,909,533,0.288,0.371,0.42,123,169.0,35.0
0,7372,163,920,860,0.305,0.365,0.442,121,178.9,35.0
0,5897,105,912,712,0.302,0.392,0.461,122,184.5,34.9
0,6147,282,938,934,0.269,0.359,0.482,126,234.5,34.9
0,6602,20,676,389,0.228,0.3,0.28,71,-206.4,34.9
0,6995,186,879,730,0.255,0.336,0.408,104,60.1,34.9
0,4720,52,880,757,0.326,0.392,0.458,134,229.7,34.8
0,7026,213,844,976,0.285,0.35,0.449,116,144.7,34.8
0,6318,204,712,890,0.299,0.369,0.464,132,224.3,34.7
0,7701,95,990,920,0.293,0.372,0.416,119,182.5,34.7
0,6478,87,1046,618,0.298,0.383,0.419,112,89.8,34.6
0,7437,226,926,840,0.264,0.331,0.441,115,121.1,34.6
0,8369,40,1426,726,0.287,0.386,0.373,112,170.5,34.6
0,5978,44,705,702,0.289,0.336,0.405,124,153.2,34.5
0,7157,218,961,782,0.275,0.377,0.447,123,219.3,34.4
0,7963,331,1081,1078,0.281,0.365,0.495,123,217.2,34.4
0,6355,320,889,950,0.254,0.358,0.489,120,157.7,34.3
0,5013,126,485,673,0.295,0.362,0.446,115,91.5,34.2
0,7304,336,823,1122,0.277,0.337,0.485,123,199.7,34.2
0,3564,49,521,454,0.311,0.389,0.45,149,211.0,34.1
0,6204,242,705,807,0.251,0.321,0.442,111,68.9,34.1
0,5297,57,1149,595,0.325,0.394,0.446,127,235.1,34.0
0,6281,39,955,617,0.311,0.362,0.393,121,161.2,34.0
0,6680,202,843,870,0.286,0.351,0.455,117,131.4,34.0
0,7905,151,1007,874,0.29,0.343,0.411,111,105.9,33.9
0,4787,110,627,599,0.276,0.408,0.432,135,193.4,33.8
0,5022,158,683,671,0.28,0.364,0.464,122,149.4,33.8
0,5565,88,698,581,0.302,0.366,0.432,121,148.4,33.8
0,5571,20,633,471,0.262,0.315,0.34,100,1.4,33.8
0,7939,241,1012,1125,0.298,0.337,0.466,119,176.1,33.8
0,5347,93,718,418,0.264,0.362,0.379,117,107.3,33.7
0,5793,31,826,341,0.276,0.384,0.37,131,201.4,33.7
0,6204,52,737,799,0.303,0.347,0.405,116,110.1,33.6
0,6207,128,722,951,0.299,0.348,0.434,118,135.9,33.5
0,6783,134,874,601,0.239,0.361,0.366,102,20.9,33.5
0,7207,44,1151,695,0.287,0.402,0.401,112,108.8,33.5
0,8126,424,1099,1261,0.26,0.35,0.496,125,226.3,33.5
0,4149,70,820,607,0.294,0.435,0.467,140,274.4,33.4
0,6613,147,830,830,0.284,0.386,0.431,125,194.0,33.4
0,6777,117,777,754,0.285,0.32,0.413,100,13.5,33.4
0,4282,51,669,543,0.333,0.386,0.468,139,214.4,33.2
0,6822,18,708,673,0.273,0.348,0.342,104,9.2,33.2
0,8179,39,829,707,0.286,0.33,0.366,90,-107.9,33.2
0,9347,108,1108,1071,0.28,0.365,0.399,98,-32.2,33.2
0,5134,63,714,773,0.336,0.407,0.473,131,220.4,33.1
0,5709,36,858,622,0.305,0.369,0.416,121,151.0,33.1
0,7237,113,1063,587,0.281,0.346,0.402,99,46.5,33.1
0,6136,112,800,727,0.296,0.366,0.43,103,26.6,33.0
0,6658,8,699,528,0.253,0.308,0.318,89,-72.9,32.9
0,7320,321,1080,1008,0.256,0.336,0.468,112,115.4,32.7
0,7518,307,880,1128,0.276,0.363,0.478,131,260.4,32.7
0,8257,287,1084,1173,0.279,0.358,0.472,123,204.9,32.7
0,7718,252,972,1043,0.277,0.357,0.445,124,205.9,32.6
0,7737,210,1062,761,0.256,0.362,0.425,111,130.6,32.6
0,6079,199,810,929,0.279,0.369,0.46,120,157.3,32.5
0,6877,94,730,884,0.28,0.343,0.394,104,38.9,32.5
0,6935,29,802,826,0.281,0.372,0.384,100,-20.9,32.4
0,8253,89,1124,679,0.291,0.364,0.416,107,71.5,32.4
0,5242,166,648,609,0.246,0.356,0.402,116,94.1,32.3
0,7022,192,895,1058,0.299,0.355,0.458,113,116.6,32.3
0,8049,152,1129,859,0.296,0.359,0.431,119,186.7,32.1
0,4207,144,625,568,0.275,0.376,0.461,124,133.5,32.0
0,5516,17,867,404,0.307,0.394,0.386,111,61.6,32.0
0,6865,331,897,1071,0.283,0.348,0.516,130,221.1,32.0
0,6998,176,798,729,0.261,0.328,0.406,106,46.3,32.0
0,7021,266,867,1178,0.277,0.364,0.469,120,170.5,32.0
0,5747,228,835,1012,0.302,0.371,0.522,125,201.4,31.9
0,6694,27,758,762,0.267,0.33,0.36,102,4.4,31.9
0,8148,105,679,826,0.254,0.315,0.346,82,-186.8,31.9
0,5646,184,755,821,0.282,0.333,0.455,105,41.8,31.7
0,4008,137,571,687,0.305,0.39,0.49,136,184.5,31.6
0,7820,90,974,998,0.281,0.341,0.408,104,25.3,31.6
0,5773,179,813,659,0.259,0.366,0.449,125,161.3,31.5
0,7250,190,867,749,0.257,0.338,0.41,102,32.9,31.5
0,4511,124,614,558,0.279,0.36,0.454,110,56.1,31.4
0,8916,399,1195,1425,0.288,0.347,0.499,118,177.1,31.4
0,9106,188,1062,1153,0.282,0.332,0.413,96,-48.1,31.4
0,4911,15,854,544,0.299,0.322,0.367,118,131.0,31.3
0,5927,168,635,775,0.274,0.321,0.427,105,37.4,31.3
0,6421,127,792,724,0.294,0.337,0.43,109,66.2,31.3
0,6957,264,903,1026,0.27,0.332,0.462,110,83.8,31.3
0,7043,189,772,773,0.257,0.347,0.403,112,87.1,31.3
0,8155,112,770,720,0.246,0.327,0.349,89,-115.3,31.3
0,5536,25,992,671,0.294,0.316,0.386,114,122.6,31.2
0,5730,156,568,606,0.248,0.316,0.383,104,20.5,31.2
0,6112,49,781,796,0.275,0.337,0.397,112,88.5,31.2
0,5793,260,674,864,0.287,0.337,0.491,112,70.4,31.1
0,5893,93,651,547,0.268,0.33,0.378,96,-22.7,31.1
0,6410,328,861,1064,0.293,0.383,0.523,129,238.9,31.1
0,6962,184,802,989,0.295,0.364,0.447,128,217.8,31.1
0,7162,241,950,775,0.264,0.361,0.443,125,187.0,31.1
0,7233,72,901,951,0.307,0.354,0.429,111,89.6,31.1
0,8468,160,912,886,0.255,0.293,0.383,84,-153.8,31.1
0,6694,80,783,686,0.29,0.396,0.391,124,173.4,31.0
0,5826,79,723,616,0.271,0.384,0.39,120,142.9,30.9
0,6318,147,674,748,0.249,0.318,0.395,95,-45.2,30.9
0,5302,53,925,836,0.303,0.38,0.44,131,221.1,30.8
0,7413,92,906,792,0.27,0.332,0.395,114,120.8,30.8
0,5400,37,912,663,0.31,0.398,0.434,124,201.1,30.7
0,8189,234,1083,978,0.281,0.364,0.439,121,199.6,30.7
0,4758,87,626,454,0.283,0.343,0.407,103,52.0,30.6
0,5818,38,738,561,0.282,0.373,0.385,125,150.4,30.5
0,6627,130,877,639,0.265,0.327,0.402,97,35.2,30.5
0,7217,223,895,1022,0.274,0.336,0.443,103,22.2,30.4
0,6317,249,872,816,0.243,0.321,0.448,94,-37.7,30.3
0,4436,150,653,618,0.281,0.382,0.478,127,150.2,30.2
0,5272,10,647,535,0.271,0.355,0.339,108,50.9,30.2
0,5375,104,749,512,0.284,0.342,0.417,104,77.4,30.1
0,6108,146,777,744,0.284,0.357,0.425,107,63.0,30.1
0,6141,36,602,624,0.263,0.323,0.345,83,-126.5,30.1
0,6523,278,874,987,0.279,0.37,0.5,127,234.7,30.1
0,4519,134,461,504,0.257,0.34,0.414,113,57.5,30.0
0,5922,84,727,497,0.266,0.354,0.373,109,68.4,29.9
0,7963,328,1129,1070,0.283,0.355,0.494,118,184.5,29.9
0,4935,69,898,740,0.289,0.325,0.438,119,155.7,29.8
0,6037,149,848,740,0.265,0.385,0.417,121,168.8,29.8
0,6483,49,1024,811,0.278,0.361,0.387,109,107.7,29.8
0,4009,56,733,552,0.298,0.345,0.444,136,202.5,29.7
0,4724,150,660,518,0.265,0.349,0.457,115,126.4,29.7
0,7563,120,1008,999,0.289,0.357,0.43,100,-17.0,29.7
0,4696,234,630,760,0.284,0.36,0.52,140,213.5,29.6
0,5078,173,573,812,0.285,0.332,0.464,114,90.8,29.6
0,6253,97,850,542,0.276,0.347,0.409,101,51.6,29.6
0,6365,162,645,654,0.242,0.299,0.372,86,-110.4,29.6
0,7006,244,891,942,0.279,0.334,0.461,115,138.2,29.6
0,7013,43,721,656,0.258,0.325,0.335,84,-139.9,29.5
0,8423,192,1249,875,0.277,0.352,0.436,105,78.4,29.5
0,5164,108,731,489,0.275,0.34,0.425,104,79.0,29.4
0,6997,42,868,577,0.268,0.35,0.361,109,76.0,29.4
0,7992,211,1005,951,0.275,0.32,0.42,95,-51.5,29.4
0,9401,338,1236,1276,0.26,0.342,0.436,118,205.4,29.4
0,4939,16,915,503,0.263,0.345,0.353,108,99.6,29.2
0,7516,282,963,945,0.277,0.317,0.454,105,61.6,29.2
0,5581,179,585,657,0.254,0.312,0.404,93,-47.5,29.0
0,8623,20,872,1063,0.307,0.343,0.381,104,14.6,29.0
0,4590,17,671,364,0.278,0.358,0.377,111,68.4,28.9
0,4704,77,619,687,0.286,0.347,0.421,113,71.2,28.9
0,5465,136,564,609,0.261,0.34,0.404,112,71.9,28.9
0,9254,335,1107,1136,0.241,0.352,0.425,114,132.2,28.8
0,9321,189,1119,1046,0.288,0.357,0.423,108,83.1,28.8
0,6028,156,826,1068,0.309,0.356,0.497,116,116.5,28.7
0,7319,202,841,873,0.267,0.329,0.423,103,-29.9,28.7
0,7516,217,755,920,0.263,0.307,0.415,91,-100.5,28.7
0,7940,288,985,1284,0.284,0.34,0.472,115,153.9,28.7
0,8044,339,1009,1271,0.271,0.344,0.471,110,92.9,28.7
0,8059,191,940,1097,0.29,0.351,0.454,122,198.8,28.7
0,4343,126,458,550,0.256,0.34,0.411,99,-37.3,28.6
0,6046,211,681,888,0.282,0.332,0.459,118,133.9,28.6
0,6047,20,705,445,0.259,0.329,0.335,98,-1.6,28.6
0,5057,68,398,446,0.259,0.344,0.356,100,-6.2,28.5
0,5745,245,711,732,0.241,0.369,0.449,122,139.7,28.5
0,6149,129,758,720,0.298,0.355,0.439,117,140.2,28.5
0,6628,124,913,699,0.282,0.336,0.407,93,-34.1,28.5
0,4208,155,432,540,0.256,0.355,0.429,110,46.1,28.4
0,4517,27,477,514,0.278,0.353,0.377,118,88.2,28.4
0,5235,119,671,458,0.257,0.329,0.403,108,41.6,28.3
0,6158,39,745,370,0.273,0.368,0.347,109,56.4,28.3
0,7328,49,876,630,0.291,0.375,0.378,108,60.4,28.3
0,7401,195,886,869,0.266,0.329,0.423,104,22.9,28.3
0,7471,28,1001,443,0.29,0.368,0.351,97,7.1,28.3
0,5143,65,869,832,0.3,0.368,0.446,127,211.1,28.2
0,6861,109,780,738,0.26,0.323,0.389,99,-4.0,28.2
0,7637,140,851,946,0.27,0.316,0.391,91,-86.6,28.2
0,7833,267,941,1111,0.278,0.329,0.446,115,131.9,28.2
0,8021,46,796,627,0.263,0.31,0.338,82,-157.0,28.2
0,6591,104,811,591,0.272,0.332,0.386,91,-61.4,28.1
0,9095,131,1236,1049,0.277,0.359,0.406,105,49.5,28.1
0,5469,32,801,422,0.286,0.366,0.378,99,2.8,28.0
0,5905,162,638,745,0.271,0.326,0.42,101,-0.7,28.0
0,6052,143,767,696,0.267,0.354,0.416,113,100.9,28.0
0,6878,110,863,662,0.284,0.343,0.416,100,28.8,28.0
0,4350,200,609,701,0.29,0.349,0.516,127,159.2,27.9
0,5414,27,665,657,0.314,0.37,0.416,106,36.4,27.9
0,4292,29,604,281,0.268,0.362,0.371,106,27.6,27.8
0,4904,48,595,570,0.29,0.424,0.396,127,160.1,27.8
0,5380,65,566,585,0.296,0.326,0.398,99,-10.2,27.8
0,6206,97,590,645,0.271,0.337,0.388,100,-4.9,27.8
0,6595,163,745,694,0.257,0.345,0.395,105,27.0,27.8
0,7273,98,1006,649,0.245,0.341,0.354,89,-121.4,27.8
0,7554,140,930,1075,0.292,0.37,0.428,107,46.3,27.8
0,5407,96,525,471,0.233,0.319,0.347,91,-62.0,27.7
0,6768,49,870,976,0.29,0.329,0.404,110,101.1,27.7
0,8787,358,1125,1363,0.285,0.339,0.483,112,102.5,27.7
0,6039,211,727,807,0.265,0.328,0.447,115,106.4,27.6
0,6972,75,934,838,0.299,0.371,0.425,103,11.4,27.6
0,8188,79,1010,856,0.295,0.333,0.396,101,20.5,27.6
0,8219,354,959,1244,0.267,0.313,0.459,116,139.4,27.6
0,6309,188,718,688,0.256,0.305,0.408,89,-103.6,27.5
0,7349,318,945,1147,0.267,0.354,0.475,121,184.5,27.5
0,7618,87,951,671,0.303,0.357,0.408,108,72.9,27.5
0,8052,325,873,1163,0.273,0.332,0.457,119,160.8,27.5
0,6853,319,862,1028,0.283,0.382,0.506,133,219.0,27.4
0,7266,42,1084,932,0.29,0.364,0.373,104,34.9,27.4
0,5067,65,498,506,0.255,0.348,0.347,96,-25.8,27.3
0,5737,207,681,792,0.287,0.353,0.466,127,171.8,27.3
0,6091,58,768,601,0.282,0.398,0.391,117,120.8,27.3
0,6158,171,794,754,0.277,0.35,0.431,107,44.5,27.3
0,5297,151,645,737,0.275,0.361,0.429,114,91.4,27.2
0,6470,279,848,1028,0.298,0.353,0.498,120,164.5,27.2
0,6822,126,896,663,0.289,0.35,0.409,100,-15.6,27.2
0,7108,94,1094,1019,0.255,0.312,0.369,93,-65.0,27.2
0,5686,208,640,782,0.261,0.366,0.438,123,148.3,27.1
0,6995,47,907,797,0.243,0.289,0.332,77,-264.8,27.1
0,3659,113,624,542,0.349,0.413,0.532,141,214.0,27.0
0,4603,100,582,592,0.3,0.397,0.446,134,178.1,27.0
0,4961,106,446,501,0.234,0.32,0.351,93,-39.0,27.0
0,5483,194,681,627,0.261,0.357,0.46,125,157.5,27.0
0,7402,118,662,689,0.257,0.311,0.367,86,-124.2,27.0
0,6447,255,733,879,0.253,0.36,0.439,123,163.0,26.9
0,5761,130,637,596,0.263,0.342,0.399,107,48.9,26.8
0,5956,71,773,490,0.281,0.347,0.398,105,65.1,26.8
0,6885,116,946,992,0.311,0.359,0.461,107,53.9,26.8
0,8166,246,914,1178,0.295,0.36,0.455,117,75.6,26.8
0,3950,124,516,506,0.275,0.367,0.458,113,62.9,26.7
0,4999,40,695,721,0.279,0.346,0.398,113,123.0,26.7
0,5480,62,676,435,0.28,0.349,0.388,113,86.9,26.7
0,6062,74,739,613,0.295,0.375,0.404,113,96.1,26.7
0,4040,95,499,378,0.246,0.304,0.402,95,12.7,26.6
0,4480,94,584,723,0.294,0.328,0.447,97,-14.7,26.6
0,5934,101,605,606,0.25,0.343,0.37,104,18.8,26.6
0,3964,21,604,478,0.289,0.347,0.376,100,28.5,26.5
0,5832,155,631,722,0.251,0.322,0.403,105,31.4,26.5
0,6369,271,909,860,0.273,0.331,0.485,112,111.1,26.5
0,7452,43,883,848,0.272,0.352,0.356,89,-133.8,26.5
0,5227,145,675,546,0.252,0.313,0.411,95,3.7,26.4
0,5405,69,942,497,0.289,0.36,0.413,102,15.2,26.4
0,5728,105,690,550,0.262,0.327,0.384,93,-20.4,26.4
0,5800,34,767,486,0.291,0.334,0.386,94,-18.3,26.4
0,5937,71,830,607,0.297,0.368,0.42,109,56.1,26.4
0,8182,64,1521,736,0.265,0.337,0.361,101,59.5,26.4
0,8959,227,1187,967,0.272,0.318,0.415,93,-53.1,26.4
0,3668,23,428,268,0.301,0.361,0.396,140,147.3,26.3
0,5677,197,710,708,0.258,0.32,0.436,109,49.6,26.3
0,6220,263,769,960,0.283,0.345,0.488,126,168.2,26.3
0,4814,148,560,591,0.271,0.36,0.44,125,135.3,26.1
0,6500,223,771,952,0.279,0.342,0.464,108,25.8,26.1
0,5274,43,821,643,0.26,0.31,0.367,110,71.6,26.0
0,6574,169,869,737,0.257,0.332,0.414,103,41.8,26.0
0,7939,57,980,941,0.291,0.319,0.391,109,97.8,26.0
0,4324,130,558,433,0.255,0.32,0.412,110,54.3,25.9
0,6566,26,971,968,0.299,0.351,0.385,104,96.6,25.9
0,8314,185,912,972,0.279,0.334,0.415,108,68.4,25.9
0,4386,167,465,570,0.245,0.33,0.433,97,-25.6,25.8
0,5845,78,875,539,0.271,0.364,0.392,100,9.5,25.8
0,6072,83,787,821,0.311,0.357,0.45,108,58.0,25.8
0,6278,186,745,756,0.275,0.328,0.433,98,-23.3,25.8
0,6598,235,784,901,0.273,0.336,0.45,116,110.1,25.8
0,6929,169,885,794,0.277,0.321,0.434,98,14.2,25.8
0,6983,287,950,1031,0.284,0.337,0.484,120,174.1,25.8
0,5166,130,657,726,0.303,0.368,0.463,120,117.9,25.7
0,6426,61,720,733,0.273,0.331,0.383,110,89.2,25.7
0,4963,42,516,495,0.288,0.39,0.377,117,97.0,25.6
0,5227,32,640,482,0.274,0.337,0.366,108,71.4,25.6
0,8328,462,1097,1168,0.237,0.364,0.49,123,240.1,25.6
0,4816,70,501,444,0.263,0.312,0.366,86,-77.4,25.5
0,5277,124,733,660,0.285,0.355,0.443,111,69.2,25.5
0,5916,99,740,573,0.275,0.349,0.412,105,39.7,25.5
0,7070,355,1017,1072,0.242,0.337,0.47,111,101.2,25.5
0,8612,185,1137,1030,0.3,0.346,0.441,104,28.7,25.3
0,4900,192,664,561,0.244,0.325,0.441,107,59.1,25.2
0,5414,288,709,876,0.266,0.347,0.496,121,146.5,25.1
0,6580,315,917,981,0.253,0.345,0.481,110,82.7,25.1
0,3574,47,461,517,0.317,0.404,0.472,131,141.7,25.0
0,4340,137,511,588,0.245,0.357,0.427,114,78.0,25.0
0,4626,28,764,644,0.286,0.323,0.392,111,54.3,25.0
0,4713,77,388,647,0.308,0.369,0.43,109,49.7,25.0
0,5551,234,821,785,0.285,0.343,0.5,111,89.3,25.0
0,6308,245,805,803,0.249,0.351,0.447,114,104.2,25.0
0,7212,270,930,958,0.27,0.319,0.459,102,35.1,25.0
0,5976,34,688,510,0.262,0.332,0.342,87,-100.6,24.9
0,3609,39,689,578,0.33,0.401,0.459,122,169.3,24.8
0,4725,200,530,643,0.249,0.348,0.45,126,129.3,24.8
0,5343,80,725,467,0.281,0.359,0.388,108,48.0,24.8
0,6063,233,824,865,0.278,0.358,0.482,118,156.9,24.7
0,5006,77,739,707,0.31,0.376,0.467,114,90.7,24.6
0,5937,110,737,513,0.281,0.327,0.401,96,-2.8,24.6
0,6077,179,684,810,0.264,0.311,0.427,111,69.1,24.6
0,8255,123,985,854,0.272,0.317,0.39,83,-150.9,24.6
0,3691,106,518,529,0.286,0.366,0.455,126,119.0,24.5
0,5189,21,874,539,0.263,0.345,0.338,105,40.9,24.5
0,5254,221,688,733,0.275,0.344,0.49,111,63.1,24.5
0,8208,70,893,728,0.271,0.304,0.369,83,-166.7,24.5
0,5425,162,641,687,0.285,0.359,0.463,122,143.9,24.4
0,4205,135,615,659,0.296,0.36,0.492,126,139.5,24.3
0,4236,170,518,578,0.278,0.345,0.467,129,136.1,24.3
0,5776,164,833,703,0.277,0.346,0.439,114,99.6,24.3
0,5803,15,696,530,0.284,0.359,0.374,112,55.1,24.3
0,5277,28,749,345,0.258,0.353,0.351,109,100.4,24.1
0,5421,113,474,628,0.264,0.314,0.386,94,-43.5,24.1
0,5793,103,690,615,0.286,0.35,0.413,114,85.5,24.1
0,5821,68,965,601,0.273,0.329,0.403,113,98.7,24.1
0,5858,164,723,586,0.243,0.321,0.402,98,26.6,24.1
0,4440,95,609,525,0.281,0.352,0.445,119,112.5,24.0
0,4571,164,495,556,0.243,0.347,0.417,107,41.7,24.0
0,4949,218,604,640,0.241,0.318,0.445,107,41.4,24.0
0,5664,53,604,594,0.29,0.333,0.391,100,-2.6,24.0
0,6057,21,732,426,0.283,0.334,0.358,95,-38.3,24.0
0,6320,168,865,698,0.273,0.358,0.431,116,124.0,24.0
0,6597,135,832,794,0.276,0.357,0.424,108,58.2,24.0
0,6652,80,872,561,0.268,0.352,0.377,101,35.5,24.0
0,8280,18,1075,517,0.295,0.343,0.361,86,-58.6,24.0
0,9505,439,1162,1412,0.279,0.354,0.486,118,129.6,24.0
0,4619,82,588,713,0.293,0.346,0.462,127,149.5,23.9
0,5989,84,714,818,0.279,0.368,0.428,114,113.9,23.9
0,6026,61,785,499,0.295,0.327,0.397,106,57.1,23.9
0,6446,19,807,591,0.3,0.376,0.378,101,10.5,23.9
0,6932,45,770,840,0.278,0.341,0.372,99,-31.0,23.9
0,7073,107,667,708,0.26,0.309,0.364,83,-156.2,23.9
0,9177,287,1084,1365,0.293,0.324,0.461,100,-12.6,23.9
0,4104,104,393,449,0.27,0.349,0.409,107,33.9,23.8
0,5239,18,779,593,0.29,0.327,0.387,112,87.1,23.8
0,5572,64,718,688,0.304,0.374,0.44,110,80.7,23.8
0,5852,198,756,768,0.284,0.336,0.462,107,53.5,23.8
0,6295,253,792,895,0.254,0.36,0.452,122,154.7,23.8
0,6714,190,786,812,0.258,0.343,0.41,103,26.4,23.8
0,3624,122,407,445,0.24,0.358,0.409,118,75.7,23.7
0,4886,85,663,493,0.291,0.373,0.425,112,59.1,23.7
0,4895,153,595,530,0.245,0.335,0.411,115,83.7,23.7
0,5957,90,689,519,0.282,0.35,0.386,103,-3.4,23.7
0,4446,95,541,575,0.282,0.369,0.437,124,115.0,23.5
0,4804,46,698,458,0.296,0.368,0.414,114,105.1,23.5
0,4817,136,613,536,0.273,0.33,0.435,100,10.0,23.5
0,5715,228,760,760,0.249,0.34,0.446,117,122.3,23.5
0,7741,71,1131,984,0.273,0.325,0.36,86,-125.7,23.5
0,4645,179,524,559,0.24,0.331,0.421,107,43.5,23.4
0,5668,118,696,679,0.281,0.339,0.427,112,76.2,23.4
0,3938,29,552,423,0.293,0.359,0.391,122,112.4,23.3
0,4114,51,478,556,0.294,0.353,0.424,128,120.6,23.3
0,5509,235,759,706,0.241,0.336,0.447,109,75.0,23.3
0,7169,271,804,919,0.245,0.327,0.434,106,29.3,23.3
0,4780,166,652,674,0.273,0.347,0.452,123,126.2,23.2
0,7603,90,946,640,0.289,0.332,0.393,91,-80.0,23.2
0,4096,23,618,376,0.301,0.386,0.427,113,64.3,23.0
0,5215,153,603,610,0.267,0.333,0.429,116,86.3,23.0
0,7433,252,927,1021,0.266,0.325,0.442,101,-3.0,23.0
0,4597,25,565,417,0.278,0.367,0.377,120,110.7,22.9
0,5198,39,722,683,0.264,0.303,0.364,95,-39.0,22.9
0,5309,106,701,819,0.31,0.348,0.464,116,106.6,22.9
0,5919,42,755,609,0.267,0.351,0.37,87,-130.4,22.9
0,6116,28,676,574,0.271,0.347,0.35,97,-7.9,22.9
0,6579,138,698,678,0.28,0.319,0.412,97,-45.8,22.9
0,4621,20,640,230,0.261,0.365,0.323,106,47.7,22.8
0,4869,60,575,535,0.284,0.356,0.41,120,105.7,22.8
0,6209,111,712,604,0.254,0.302,0.382,83,-150.5,22.8
0,7164,146,972,567,0.257,0.338,0.379,104,69.1,22.8
0,4626,118,606,546,0.275,0.352,0.434,111,54.7,22.7
0,4902,10,532,429,0.243,0.321,0.303,91,-48.1,22.7
0,5527,104,512,548,0.249,0.326,0.371,93,-49.1,22.7
0,5566,142,737,661,0.289,0.371,0.445,119,121.6,22.7
0,5701,169,580,757,0.263,0.327,0.417,96,-59.4,22.7
0,4026,119,600,704,0.307,0.38,0.487,119,108.0,22.6
0,5619,54,778,402,0.281,0.343,0.378,106,55.6,22.6
0,5842,262,756,925,0.273,0.368,0.496,133,223.0,22.6
0,6392,247,772,985,0.281,0.348,0.481,116,104.0,22.6
0,7632,54,913,550,0.281,0.335,0.358,97,-10.0,22.6
0,3784,11,601,317,0.282,0.326,0.367,118,95.5,22.5
0,6951,22,839,696,0.289,0.339,0.361,98,-35.3,22.5
0,4224,137,579,555,0.274,0.364,0.464,115,77.8,22.4
0,4813,100,633,445,0.276,0.352,0.408,103,22.1,22.4
0,5742,9,746,290,0.271,0.365,0.333,111,61.0,22.4
0,9368,34,1184,1135,0.256,0.289,0.335,73,-333.2,22.4
0,4211,15,743,502,0.274,0.31,0.384,116,95.2,22.3
0,5927,310,797,965,0.254,0.359,0.494,123,167.4,22.3
0,6668,94,937,545,0.273,0.328,0.393,97,-18.1,22.3
0,6715,199,724,816,0.255,0.301,0.418,85,-128.5,22.3
0,4837,139,601,507,0.253,0.355,0.416,121,108.2,22.2
0,5091,167,644,616,0.264,0.336,0.442,106,42.7,22.2
0,4760,24,664,397,0.312,0.386,0.414,112,67.2,22.1
0,4979,7,485,461,0.256,0.334,0.329,97,-8.6,22.1
0,5140,49,834,672,0.272,0.332,0.397,110,85.9,22.1
0,5360,35,708,403,0.276,0.349,0.363,95,29.4,22.1
0,6123,159,740,710,0.275,0.329,0.43,102,16.7,22.1
0,6177,46,834,435,0.278,0.335,0.368,101,16.3,22.1
0,4691,19,554,495,0.269,0.34,0.352,106,43.9,22.0
0,4782,213,619,731,0.273,0.376,0.498,132,179.0,22.0
0,4927,52,661,561,0.297,0.359,0.415,112,57.4,22.0
0,7782,214,870,1071,0.285,0.347,0.443,107,63.8,22.0
0,5134,74,714,667,0.26,0.287,0.384,96,-38.8,21.9
0,5545,70,660,575,0.289,0.349,0.396,109,59.6,21.9
0,5717,50,656,449,0.273,0.328,0.361,88,-90.2,21.9
0,8649,253,986,1110,0.265,0.346,0.423,104,28.5,21.9
0,5323,36,678,361,0.266,0.329,0.357,88,-12.7,21.8
0,5816,97,539,640,0.238,0.29,0.352,79,-137.6,21.8
0,6484,91,676,626,0.26,0.323,0.362,84,-141.2,21.8
0,4332,55,442,342,0.254,0.31,0.354,87,-59.1,21.7
0,5076,26,617,625,0.269,0.339,0.369,96,-44.8,21.6
0,6314,25,886,900,0.303,0.364,0.381,104,37.5,21.6
0,7815,188,807,909,0.28,0.319,0.42,92,-142.2,21.6
